,0,1,2,3,4,5
34458,118.0,109.0,40.0,78.0,77.0,80.0
53552,-3.0,3.0,0.0,-4.0,4.0,4.0
53529,286.0,254.0,22.0,157.0,117.0,211.0
53282,48.0,55.0,-7.0,67.0,144.0,101.0
35822,75.0,68.0,28.0,111.0,30.0,56.0
53687,217.0,314.0,6.0,192.0,340.0,214.0
53393,-7.0,-8.0,-4.0,-4.0,0.0,-2.0
53492,0.0,0.0,0.0,0.0,1.0,2.0
42631,-130.0,-127.0,-91.0,-57.0,28.0,-12.0
35786,-539.0,-446.0,-486.0,-222.0,152.0,-65.0
32377,-317.0,-270.0,-191.0,-114.0,-17.0,-120.0
21834,-4.0,-4.0,-1.0,-2.0,0.0,-1.0
53384,26.0,22.0,-8.0,14.0,16.0,24.0
53128,-23.0,-2.0,-9.0,-9.0,6.0,-11.0
50794,36.0,537.0,-278.0,349.0,88.0,548.0
22380,-7.0,2.0,-37.0,-16.0,33.0,1.0
53024,-11.0,-26.0,-4.0,-3.0,-1.0,10.0
53299,21.0,24.0,-14.0,26.0,8.0,43.0
53129,28.0,92.0,-73.0,31.0,59.0,114.0
42836,0.0,-2.0,-9.0,2.0,4.0,5.0
37081,-263.0,-153.0,-226.0,-238.0,65.0,-159.0
35751,-29.0,-17.0,-26.0,-30.0,12.0,-17.0
53380,4.0,4.0,2.0,4.0,6.0,4.0
53433,72.0,76.0,58.0,65.0,70.0,72.0
52835,15.0,1.0,-3.0,4.0,6.0,6.0
37072,6.0,5.0,-6.0,3.0,1.0,5.0
53633,23.0,131.0,-14.0,10.0,183.0,99.0
42528,2.0,15.0,-40.0,-5.0,56.0,22.0
37121,-141.0,-150.0,-82.0,-60.0,62.0,34.0
53461,16.0,18.0,4.0,15.0,10.0,12.0
35758,18.0,15.0,2.0,15.0,5.0,12.0
53017,48.0,48.0,-18.0,37.0,31.0,88.0
53439,604.0,587.0,194.0,548.0,72.0,411.0
53312,-37.0,-36.0,-13.0,-25.0,-3.0,-19.0
53284,-117.0,-72.0,-192.0,-25.0,172.0,46.0
49478,5.0,4.0,-4.0,7.0,10.0,8.0
27899,229.0,256.0,86.0,126.0,137.0,213.0
34467,-36.0,-40.0,13.0,-22.0,-22.0,-29.0
52919,-88.0,-33.0,-47.0,-16.0,38.0,-52.0
35777,46.0,32.0,9.0,25.0,35.0,55.0
53126,-50.0,91.0,-113.0,-118.0,90.0,39.0
53290,148.0,143.0,19.0,116.0,81.0,134.0
53027,12.0,11.0,-5.0,-9.0,37.0,25.0
53352,-564.0,-494.0,-276.0,-256.0,61.0,-144.0
13735,0.0,-2.0,-2.0,0.0,1.0,-1.0
27479,37.0,11.0,-34.0,27.0,30.0,8.0
53494,-3.0,1.0,-4.0,2.0,-2.0,-1.0
13453,101.0,85.0,20.0,85.0,65.0,83.0
37120,74.0,53.0,-87.0,42.0,69.0,108.0
53588,8.0,4.0,-6.0,17.0,14.0,10.0
36439,-11.0,-20.0,-18.0,-7.0,8.0,19.0
32366,7.0,7.0,-1.0,6.0,6.0,3.0
53514,-15.0,-15.0,-9.0,-3.0,0.0,-6.0
53617,4.0,4.0,1.0,2.0,1.0,3.0
53818,32.0,17.0,-13.0,21.0,19.0,18.0
53504,8.0,7.0,-2.0,6.0,2.0,1.0
23735,-36.0,-36.0,-9.0,-18.0,0.0,-9.0
34460,-2.0,-2.0,0.0,0.0,3.0,1.0
53534,9.0,10.0,8.0,6.0,3.0,5.0
35768,-22.0,66.0,-116.0,48.0,202.0,208.0
35819,67.0,71.0,6.0,63.0,46.0,96.0
53613,-5.0,-3.0,-5.0,9.0,12.0,-2.0
53276,-101.0,-99.0,-28.0,-60.0,-13.0,-59.0
53385,-58.0,-70.0,-103.0,39.0,22.0,-14.0
36455,25.0,10.0,6.0,18.0,52.0,37.0
53537,25.0,30.0,-5.0,16.0,12.0,18.0
53490,129.0,151.0,41.0,92.0,82.0,116.0
53469,-26.0,-29.0,-12.0,-18.0,-5.0,-11.0
934,303.0,378.0,-66.0,312.0,354.0,483.0
34417,2.0,2.0,1.0,2.0,3.0,2.0
35772,-149.0,-67.0,-223.0,32.0,-13.0,78.0
35094,-9.0,-1.0,-26.0,-6.0,16.0,0.0
42270,-61.0,-46.0,-2.0,-62.0,50.0,14.0
21801,-85.0,-63.0,-23.0,-63.0,23.0,22.0
21843,114.0,55.0,-64.0,80.0,121.0,111.0
53123,-3.0,-11.0,-12.0,-2.0,7.0,18.0
53379,15.0,12.0,0.0,6.0,3.0,9.0
53480,345.0,421.0,125.0,221.0,276.0,350.0
53506,-10.0,-23.0,-5.0,-4.0,16.0,9.0
49475,5.0,-2.0,-25.0,3.0,38.0,37.0
53302,48.0,39.0,43.0,23.0,14.0,36.0
36457,24.0,22.0,-1.0,14.0,10.0,17.0
35760,1.0,1.0,3.0,0.0,1.0,0.0
36470,66.0,84.0,-6.0,9.0,90.0,89.0
34461,-21.0,-48.0,-21.0,2.0,-15.0,-18.0
13437,4.0,4.0,1.0,2.0,1.0,3.0
31896,5.0,17.0,-38.0,-18.0,73.0,73.0
53471,-14.0,-16.0,-12.0,3.0,-4.0,0.0
35746,152.0,222.0,72.0,169.0,133.0,250.0
53277,1.0,1.0,-5.0,1.0,-1.0,-2.0
53431,48.0,46.0,-18.0,42.0,29.0,20.0
53013,-1.0,-14.0,-63.0,71.0,65.0,17.0
35727,-10.0,-10.0,-6.0,-2.0,0.0,-4.0
53021,-7.0,-14.0,-2.0,-4.0,-3.0,-8.0
35774,367.0,331.0,123.0,281.0,159.0,268.0
53386,-308.0,-277.0,-325.0,-144.0,112.0,-42.0
21520,44.0,87.0,-34.0,13.0,83.0,83.0
35806,9.0,12.0,9.0,3.0,9.0,12.0
32375,15.0,9.0,-1.0,3.0,4.0,13.0
37130,254.0,225.0,-93.0,209.0,113.0,190.0
53542,43.0,52.0,-56.0,27.0,54.0,34.0
53511,-65.0,-65.0,-44.0,-13.0,14.0,-3.0
53281,-25.0,27.0,-48.0,1.0,53.0,10.0
53407,30.0,26.0,-6.0,17.0,12.0,22.0
52935,-102.0,-111.0,-75.0,-49.0,11.0,-27.0
36426,59.0,49.0,19.0,38.0,23.0,42.0
53568,19.0,32.0,-4.0,10.0,40.0,15.0
53477,185.0,172.0,12.0,101.0,103.0,157.0
36456,-3.0,-6.0,-10.0,-1.0,8.0,0.0
35769,-27.0,-33.0,-30.0,12.0,44.0,11.0
52217,-3.0,3.0,0.0,-4.0,4.0,4.0
53378,2.0,2.0,1.0,2.0,3.0,2.0
53615,20.0,23.0,1.0,8.0,49.0,12.0
25213,1290.0,1349.0,-11.0,834.0,1058.0,1172.0
26630,8.0,11.0,12.0,11.0,5.0,12.0
27807,37.0,37.0,15.0,34.0,18.0,21.0
37794,-148.0,-116.0,-82.0,24.0,326.0,154.0
53728,133.0,250.0,-218.0,133.0,337.0,370.0
2137,-72.0,-36.0,-103.0,-11.0,29.0,-39.0
53258,111.0,92.0,38.0,75.0,41.0,81.0
52950,71.0,102.0,-45.0,279.0,215.0,204.0
29862,1494.0,1430.0,258.0,866.0,677.0,1225.0
33180,-36.0,-36.0,0.0,-28.0,-20.0,-24.0
21768,412.0,362.0,98.0,189.0,144.0,278.0
26635,60.0,49.0,58.0,26.0,10.0,42.0
22050,59.0,58.0,22.0,15.0,50.0,56.0
32400,7.0,8.0,4.0,3.0,5.0,9.0
53917,1312.0,1244.0,226.0,715.0,600.0,875.0
34464,28.0,141.0,26.0,55.0,236.0,122.0
29838,-25.0,-61.0,-83.0,33.0,66.0,26.0
43767,-1.0,0.0,-3.0,0.0,1.0,-1.0
5222,88.0,89.0,113.0,58.0,49.0,89.0
25188,7.0,7.0,-4.0,-2.0,26.0,19.0
20230,159.0,141.0,22.0,103.0,35.0,113.0
29856,4.0,1.0,-3.0,2.0,-2.0,1.0
54178,43.0,40.0,33.0,27.0,14.0,26.0
54297,17.0,35.0,70.0,38.0,109.0,80.0
53319,-439.0,-395.0,-247.0,-136.0,171.0,-8.0
54335,264.0,311.0,28.0,111.0,233.0,161.0
26706,48.0,61.0,45.0,60.0,73.0,33.0
26652,15.0,1.0,5.0,6.0,-2.0,14.0
53952,281.0,260.0,47.0,201.0,144.0,178.0
31415,-46.0,-83.0,-44.0,4.0,-6.0,-26.0
54022,18.0,20.0,13.0,19.0,36.0,-19.0
53623,458.0,450.0,21.0,414.0,170.0,310.0
53913,29.0,45.0,-18.0,-17.0,145.0,5.0
28954,-857.0,-762.0,-411.0,-332.0,90.0,-316.0
28864,6.0,5.0,1.0,5.0,8.0,4.0
53718,119.0,172.0,-101.0,213.0,501.0,291.0
53926,93.0,105.0,-45.0,99.0,106.0,80.0
28924,46.0,43.0,15.0,21.0,53.0,26.0
54271,96.0,88.0,27.0,63.0,100.0,92.0
54099,33.0,34.0,19.0,27.0,35.0,35.0
53632,314.0,200.0,-73.0,96.0,498.0,417.0
54173,-60.0,-70.0,-29.0,-24.0,4.0,-10.0
53833,0.0,-2.0,-2.0,0.0,1.0,-1.0
54060,-15.0,-26.0,-63.0,20.0,30.0,-1.0
51979,20.0,24.0,13.0,27.0,20.0,14.0
28923,9.0,5.0,-10.0,6.0,18.0,4.0
20407,151.0,179.0,53.0,131.0,104.0,112.0
53023,1180.0,1163.0,162.0,805.0,857.0,958.0
29861,17.0,9.0,-27.0,-15.0,76.0,25.0
31412,230.0,175.0,15.0,105.0,190.0,221.0
54248,2.0,2.0,1.0,2.0,3.0,2.0
31407,23.0,35.0,15.0,29.0,27.0,20.0
31488,1566.0,1456.0,196.0,1101.0,1016.0,1102.0
15476,4.0,4.0,1.0,2.0,1.0,3.0
53883,0.0,-2.0,-2.0,0.0,1.0,-1.0
25204,0.0,3.0,7.0,-5.0,34.0,-5.0
54250,8.0,7.0,6.0,5.0,4.0,7.0
50039,14.0,-32.0,-142.0,51.0,133.0,48.0
43744,3.0,3.0,-13.0,4.0,18.0,7.0
28905,35.0,34.0,2.0,8.0,22.0,24.0
54261,19.0,28.0,-15.0,7.0,47.0,7.0
3800,363.0,341.0,24.0,199.0,268.0,303.0
54015,433.0,403.0,76.0,317.0,256.0,356.0
54216,42.0,42.0,0.0,32.0,15.0,29.0
28936,3.0,2.0,0.0,3.0,1.0,3.0
33311,5.0,29.0,-1.0,7.0,10.0,0.0
15473,5.0,4.0,0.0,2.0,1.0,3.0
30696,39.0,30.0,-30.0,24.0,42.0,22.0
53033,22.0,20.0,-3.0,11.0,8.0,16.0
54345,47.0,38.0,21.0,55.0,18.0,22.0
27845,-8.0,-8.0,-2.0,-4.0,0.0,-2.0
13565,89.0,87.0,-17.0,85.0,59.0,67.0
31448,571.0,611.0,179.0,353.0,375.0,429.0
53921,-11.0,-4.0,-5.0,-10.0,9.0,-1.0
20928,118.0,118.0,-3.0,43.0,135.0,110.0
53887,2.0,-5.0,-7.0,4.0,-2.0,2.0
52655,38.0,32.0,4.0,21.0,11.0,28.0
30685,365.0,410.0,39.0,252.0,286.0,291.0
20143,2.0,2.0,-4.0,0.0,-1.0,0.0
30670,-2.0,-3.0,-5.0,0.0,2.0,0.0
21765,25.0,43.0,-45.0,69.0,119.0,55.0
53972,3.0,3.0,1.0,0.0,3.0,3.0
54190,-39.0,-38.0,-12.0,-1.0,20.0,-7.0
26665,15.0,15.0,-2.0,8.0,18.0,21.0
20118,8.0,8.0,2.0,4.0,2.0,6.0
53821,20.0,15.0,5.0,5.0,26.0,16.0
28898,0.0,3.0,2.0,0.0,3.0,0.0
13422,88.0,98.0,-6.0,36.0,66.0,51.0
43924,5.0,5.0,3.0,4.0,5.0,5.0
210,19.0,28.0,6.0,13.0,35.0,31.0
27722,-13.0,14.0,-14.0,3.0,-4.0,18.0
30598,52.0,60.0,26.0,51.0,45.0,38.0
20136,84.0,86.0,105.0,83.0,24.0,68.0
54028,16.0,24.0,-10.0,20.0,5.0,15.0
52714,91.0,101.0,53.0,94.0,71.0,92.0
37092,-39.0,-37.0,-95.0,11.0,90.0,29.0
54157,2.0,4.0,-2.0,1.0,2.0,0.0
54070,66.0,74.0,-14.0,27.0,77.0,41.0
54181,-8.0,-17.0,-10.0,-5.0,-9.0,-9.0
20293,-23.0,-21.0,-55.0,-19.0,27.0,-6.0
1168,5.0,17.0,-6.0,4.0,9.0,8.0
20152,11.0,5.0,3.0,4.0,2.0,2.0
25248,32.0,38.0,6.0,20.0,31.0,33.0
28903,291.0,300.0,-16.0,156.0,288.0,276.0
29865,32.0,40.0,19.0,15.0,17.0,37.0
53934,3.0,7.0,-11.0,9.0,13.0,-7.0
54301,4.0,4.0,1.0,2.0,1.0,3.0
54266,-17.0,-26.0,0.0,0.0,8.0,7.0
53817,109.0,139.0,52.0,82.0,105.0,93.0
5261,166.0,167.0,61.0,67.0,166.0,180.0
51659,16.0,14.0,14.0,10.0,10.0,15.0
35072,271.0,256.0,35.0,168.0,57.0,216.0
2138,8.0,3.0,0.0,3.0,13.0,11.0
35766,276.0,272.0,71.0,233.0,113.0,189.0
54185,681.0,649.0,69.0,388.0,483.0,566.0
54352,64.0,57.0,10.0,70.0,6.0,38.0
31456,6.0,8.0,3.0,6.0,25.0,18.0
26662,338.0,367.0,27.0,184.0,234.0,235.0
53920,25.0,34.0,-3.0,0.0,29.0,48.0
53992,-754.0,-668.0,-308.0,-301.0,-32.0,-253.0
13579,85.0,79.0,17.0,71.0,18.0,50.0
54189,60.0,62.0,29.0,64.0,11.0,52.0
30601,-3.0,-5.0,3.0,-5.0,-5.0,-5.0
48839,0.0,1.0,-21.0,12.0,3.0,-12.0
53233,-1.0,-2.0,0.0,0.0,1.0,4.0
54179,8.0,6.0,0.0,7.0,-2.0,4.0
8717,8.0,9.0,6.0,-3.0,21.0,12.0
53994,94.0,109.0,11.0,66.0,77.0,102.0
26651,12.0,8.0,-4.0,4.0,2.0,7.0
44100,62.0,78.0,17.0,39.0,51.0,58.0
30658,39.0,137.0,-34.0,69.0,57.0,134.0
54132,0.0,-12.0,8.0,0.0,-8.0,0.0
20686,-13.0,-13.0,-5.0,-5.0,0.0,-4.0
54322,33.0,15.0,15.0,33.0,21.0,30.0
14753,179.0,169.0,31.0,136.0,95.0,105.0
54191,12.0,10.0,9.0,11.0,3.0,9.0
53250,-16.0,2.0,9.0,6.0,27.0,22.0
53610,-170.0,-191.0,-255.0,-40.0,200.0,40.0
52747,49.0,47.0,-34.0,22.0,12.0,49.0
54058,68.0,87.0,52.0,47.0,92.0,64.0
34439,32.0,73.0,-12.0,9.0,69.0,43.0
54170,-33.0,-21.0,-11.0,-15.0,7.0,1.0
53958,44.0,48.0,22.0,32.0,55.0,38.0
53903,375.0,417.0,126.0,193.0,184.0,273.0
13576,16.0,28.0,-33.0,-2.0,75.0,41.0
53914,29.0,30.0,13.0,33.0,73.0,54.0
54169,5.0,-3.0,8.0,4.0,-2.0,4.0
54284,10.0,8.0,0.0,4.0,2.0,6.0
28950,50.0,54.0,8.0,37.0,35.0,30.0
54026,-8.0,-5.0,-1.0,-4.0,1.0,-6.0
20313,-3.0,-3.0,4.0,-4.0,0.0,4.0
53410,539.0,610.0,281.0,530.0,368.0,529.0
28963,168.0,145.0,14.0,89.0,72.0,120.0
54027,-2.0,-6.0,-29.0,12.0,74.0,58.0
33793,148.0,186.0,11.0,143.0,126.0,145.0
54047,3.0,8.0,-1.0,15.0,7.0,28.0
20922,897.0,909.0,201.0,527.0,568.0,694.0
32371,17.0,12.0,4.0,6.0,-1.0,10.0
54143,166.0,147.0,23.0,150.0,181.0,176.0
26694,15.0,12.0,0.0,6.0,3.0,9.0
30613,-30.0,25.0,-38.0,-24.0,52.0,-8.0
54260,-75.0,-31.0,-3.0,-12.0,-30.0,2.0
20309,-22.0,-7.0,-12.0,-20.0,19.0,-1.0
29859,43.0,12.0,-61.0,59.0,102.0,95.0
15238,7.0,5.0,4.0,1.0,5.0,6.0
20294,-138.0,-78.0,-140.0,-83.0,98.0,5.0
54177,-6.0,-8.0,-2.0,-5.0,-8.0,-7.0
53878,27.0,23.0,10.0,14.0,18.0,19.0
30641,2.0,3.0,1.0,2.0,3.0,2.0
29825,6.0,4.0,6.0,-2.0,5.0,4.0
13582,0.0,-7.0,-9.0,11.0,27.0,29.0
30609,-97.0,-55.0,-77.0,-82.0,43.0,3.0
14941,99.0,91.0,-16.0,62.0,80.0,89.0
27868,27.0,10.0,-1.0,19.0,55.0,12.0
50143,18.0,15.0,6.0,10.0,7.0,10.0
31436,50.0,57.0,17.0,39.0,56.0,41.0
20315,76.0,101.0,26.0,48.0,62.0,100.0
54046,30.0,29.0,12.0,14.0,9.0,23.0
31409,198.0,184.0,43.0,107.0,109.0,160.0
32418,189.0,216.0,35.0,137.0,208.0,190.0
33416,59.0,92.0,-11.0,8.0,60.0,47.0
13552,-3.0,15.0,-17.0,-17.0,46.0,11.0
13564,9.0,15.0,0.0,1.0,9.0,13.0
28906,24.0,15.0,4.0,18.0,13.0,19.0
30656,-2.0,3.0,-5.0,-4.0,5.0,-1.0
29848,16.0,12.0,-1.0,9.0,9.0,14.0
43977,34.0,38.0,24.0,2.0,55.0,33.0
30623,15.0,12.0,0.0,6.0,3.0,9.0
20301,23.0,24.0,8.0,30.0,7.0,13.0
30614,-29.0,-27.0,-21.0,-26.0,40.0,19.0
30627,-21.0,-24.0,-11.0,-11.0,6.0,-3.0
14205,178.0,179.0,77.0,153.0,97.0,159.0
54323,0.0,3.0,2.0,0.0,3.0,0.0
30918,183.0,145.0,11.0,155.0,99.0,145.0
53034,1317.0,1268.0,326.0,784.0,755.0,943.0
44021,-4.0,-8.0,0.0,-5.0,-8.0,-7.0
30608,185.0,181.0,25.0,132.0,60.0,123.0
52976,10.0,16.0,-51.0,-3.0,89.0,20.0
28880,199.0,247.0,-30.0,181.0,319.0,306.0
25243,6.0,5.0,5.0,7.0,-2.0,7.0
30660,107.0,104.0,4.0,53.0,56.0,66.0
33095,-11.0,-11.0,-14.0,3.0,21.0,7.0
27855,-16.0,-24.0,-26.0,26.0,48.0,14.0
28925,15.0,0.0,11.0,-5.0,31.0,25.0
54224,-9.0,-9.0,-10.0,-2.0,14.0,1.0
15389,5.0,5.0,0.0,3.0,0.0,3.0
25198,54.0,66.0,-4.0,28.0,45.0,40.0
26676,8.0,8.0,2.0,7.0,2.0,4.0
20725,12.0,11.0,5.0,13.0,10.0,9.0
30638,36.0,39.0,18.0,22.0,45.0,38.0
15112,25.0,20.0,15.0,11.0,5.0,23.0
53726,351.0,465.0,20.0,371.0,545.0,552.0
54145,2.0,9.0,-25.0,0.0,25.0,2.0
28869,-86.0,-111.0,-162.0,-2.0,52.0,-19.0
30600,13.0,17.0,1.0,7.0,11.0,19.0
54122,21.0,17.0,32.0,9.0,13.0,21.0
15237,10.0,10.0,5.0,10.0,15.0,10.0
30607,11.0,12.0,-5.0,9.0,21.0,19.0
50324,59.0,71.0,3.0,56.0,93.0,68.0
36413,-686.0,-503.0,-383.0,-294.0,287.0,-11.0
29885,3.0,15.0,22.0,-10.0,1.0,-1.0
53104,-34.0,-38.0,-16.0,-20.0,-7.0,-16.0
30643,-5.0,-16.0,-4.0,5.0,8.0,-6.0
30651,36.0,44.0,-7.0,30.0,34.0,43.0
54140,-3.0,7.0,1.0,2.0,8.0,-1.0
54591,10.0,11.0,10.0,3.0,6.0,14.0
26705,39.0,50.0,-5.0,38.0,37.0,54.0
54097,59.0,50.0,-2.0,24.0,21.0,37.0
54207,0.0,6.0,4.0,0.0,6.0,0.0
30620,2.0,13.0,-62.0,27.0,49.0,30.0
54188,207.0,194.0,85.0,174.0,54.0,147.0
26552,24.0,23.0,13.0,19.0,25.0,24.0
20735,380.0,385.0,40.0,231.0,341.0,361.0
901,37.0,30.0,-67.0,36.0,55.0,55.0
194,52.0,79.0,8.0,35.0,56.0,62.0
33225,399.0,430.0,54.0,315.0,223.0,322.0
35083,134.0,137.0,17.0,96.0,99.0,115.0
35808,-193.0,-149.0,-146.0,-66.0,-73.0,-58.0
33391,5.0,5.0,0.0,5.0,2.0,5.0
29648,120.0,105.0,-1.0,101.0,63.0,74.0
33927,-30.0,-26.0,-20.0,-16.0,-10.0,-1.0
34026,4.0,7.0,-1.0,5.0,7.0,9.0
32067,8.0,6.0,1.0,5.0,-1.0,6.0
35262,-8.0,-12.0,10.0,3.0,10.0,34.0
31653,2.0,2.0,1.0,2.0,3.0,2.0
269,67.0,84.0,26.0,32.0,27.0,41.0
352,-12.0,-12.0,-3.0,-6.0,0.0,-3.0
33474,-5.0,1.0,6.0,-7.0,-1.0,-4.0
5183,168.0,152.0,19.0,98.0,64.0,119.0
33560,-75.0,-72.0,-81.0,-26.0,27.0,-39.0
33900,69.0,346.0,-130.0,307.0,392.0,552.0
437,77.0,84.0,40.0,88.0,48.0,66.0
65,515.0,466.0,25.0,271.0,196.0,321.0
33569,3.0,1.0,-4.0,2.0,3.0,3.0
442,9.0,18.0,3.0,5.0,11.0,-1.0
54573,6.0,12.0,0.0,3.0,9.0,9.0
33410,13.0,-19.0,-18.0,30.0,52.0,34.0
33847,20.0,18.0,16.0,14.0,12.0,13.0
33601,32.0,28.0,-3.0,34.0,43.0,60.0
33665,467.0,477.0,60.0,249.0,269.0,369.0
48602,28.0,36.0,12.0,11.0,23.0,31.0
348,131.0,139.0,0.0,60.0,127.0,101.0
33413,136.0,139.0,25.0,56.0,78.0,110.0
13,5.0,4.0,1.0,1.0,7.0,8.0
53117,31.0,39.0,19.0,19.0,26.0,29.0
33973,-3.0,-14.0,-37.0,2.0,18.0,8.0
309,11.0,22.0,7.0,-22.0,143.0,76.0
33864,-32.0,-21.0,-37.0,-12.0,11.0,-4.0
54574,-29.0,-5.0,-30.0,-38.0,31.0,-14.0
36035,36.0,52.0,-3.0,44.0,44.0,29.0
4098,6.0,5.0,4.0,6.0,5.0,3.0
33297,3.0,3.0,1.0,0.0,3.0,3.0
36793,26.0,21.0,4.0,19.0,24.0,15.0
26682,343.0,323.0,76.0,205.0,195.0,285.0
44,-41.0,-20.0,-29.0,-10.0,8.0,-7.0
11582,7.0,7.0,2.0,2.0,4.0,6.0
33384,30.0,22.0,25.0,46.0,25.0,34.0
33650,74.0,65.0,99.0,29.0,101.0,51.0
33260,-5.0,1.0,-26.0,0.0,-7.0,-11.0
21,6.0,6.0,2.0,0.0,6.0,6.0
54607,713.0,661.0,103.0,415.0,520.0,560.0
33408,52.0,38.0,11.0,49.0,16.0,24.0
33885,4.0,4.0,1.0,2.0,1.0,3.0
17616,102.0,92.0,27.0,60.0,73.0,76.0
34062,-145.0,-87.0,-145.0,-145.0,58.0,-87.0
54654,18.0,23.0,21.0,25.0,18.0,13.0
54564,25.0,42.0,26.0,0.0,-12.0,7.0
37127,-18.0,-17.0,-4.0,-1.0,5.0,-7.0
33400,226.0,233.0,59.0,166.0,105.0,146.0
344,11.0,40.0,-15.0,-20.0,7.0,-2.0
171,614.0,583.0,189.0,400.0,455.0,480.0
33401,49.0,44.0,-5.0,31.0,10.0,36.0
33337,32.0,45.0,-82.0,32.0,143.0,49.0
50621,69.0,66.0,-41.0,43.0,55.0,102.0
279,3.0,3.0,2.0,0.0,3.0,0.0
33484,6.0,6.0,-7.0,12.0,24.0,-3.0
42857,139.0,216.0,-7.0,143.0,214.0,276.0
165,52.0,55.0,34.0,49.0,42.0,33.0
33948,15.0,12.0,0.0,6.0,3.0,9.0
33361,471.0,462.0,55.0,279.0,236.0,312.0
756,133.0,133.0,3.0,49.0,166.0,115.0
53446,226.0,205.0,40.0,183.0,160.0,127.0
13444,13.0,31.0,8.0,-21.0,69.0,17.0
58,2.0,19.0,13.0,11.0,31.0,9.0
136,43.0,48.0,12.0,27.0,26.0,35.0
33395,0.0,-5.0,-26.0,5.0,38.0,9.0
35893,184.0,202.0,33.0,108.0,140.0,92.0
33366,4.0,4.0,1.0,2.0,1.0,3.0
33236,93.0,76.0,-7.0,64.0,50.0,81.0
33224,-1.0,-2.0,-2.0,3.0,-3.0,2.0
53987,449.0,439.0,88.0,285.0,353.0,289.0
33572,-6.0,-2.0,-9.0,-8.0,5.0,-3.0
54231,-303.0,-155.0,-235.0,-281.0,190.0,-79.0
52806,83.0,79.0,24.0,52.0,49.0,57.0
49,3.0,3.0,2.0,0.0,3.0,2.0
33238,5.0,4.0,0.0,2.0,1.0,3.0
35861,-1.0,-1.0,-27.0,-14.0,9.0,13.0
61,65.0,61.0,4.0,30.0,38.0,60.0
34788,147.0,161.0,-12.0,109.0,92.0,123.0
33688,45.0,17.0,28.0,43.0,31.0,19.0
5576,-52.0,-39.0,-14.0,-33.0,15.0,-2.0
301,2.0,2.0,1.0,2.0,3.0,2.0
31663,196.0,177.0,56.0,174.0,76.0,114.0
332,8.0,-5.0,3.0,-5.0,-23.0,46.0
54590,53.0,46.0,11.0,32.0,16.0,38.0
222,228.0,239.0,14.0,197.0,162.0,191.0
17819,5.0,5.0,-2.0,5.0,-3.0,5.0
54572,-5.0,-5.0,1.0,2.0,-1.0,-3.0
10152,10.0,10.0,3.0,2.0,7.0,9.0
17376,-30.0,-44.0,-58.0,6.0,34.0,30.0
52936,10.0,44.0,10.0,-7.0,88.0,26.0
53109,39.0,24.0,-1.0,19.0,62.0,45.0
141,292.0,293.0,14.0,161.0,248.0,231.0
262,3.0,23.0,-43.0,39.0,113.0,86.0
33364,63.0,62.0,-10.0,55.0,-6.0,42.0
33879,96.0,106.0,28.0,44.0,84.0,71.0
33394,7.0,16.0,-16.0,4.0,6.0,6.0
33212,123.0,106.0,27.0,66.0,96.0,99.0
52,6.0,7.0,-5.0,8.0,8.0,1.0
37115,30.0,1.0,-51.0,68.0,142.0,64.0
50611,-5.0,0.0,-11.0,-5.0,8.0,11.0
53712,200.0,188.0,146.0,114.0,94.0,148.0
34212,37.0,38.0,-9.0,32.0,5.0,22.0
25235,14.0,13.0,3.0,2.0,10.0,12.0
178,-24.0,-32.0,5.0,-14.0,-11.0,25.0
33190,-8.0,-8.0,-20.0,-5.0,7.0,-4.0
37359,206.0,183.0,-54.0,94.0,115.0,142.0
33672,18.0,18.0,0.0,4.0,98.0,31.0
33729,5.0,-4.0,-12.0,4.0,2.0,6.0
38333,146.0,144.0,50.0,111.0,68.0,103.0
67,-60.0,0.0,-26.0,-25.0,30.0,-38.0
150,159.0,199.0,61.0,95.0,193.0,199.0
54640,2.0,-3.0,-13.0,-2.0,3.0,-3.0
52541,2.0,4.0,-2.0,1.0,2.0,0.0
31017,-48.0,-53.0,-42.0,-19.0,-9.0,-7.0
33377,996.0,931.0,178.0,506.0,485.0,737.0
33252,-1.0,0.0,15.0,27.0,12.0,9.0
26723,-76.0,38.0,-159.0,29.0,90.0,-1.0
33418,-1.0,-8.0,-29.0,-15.0,40.0,-4.0
33546,-2.0,-4.0,-1.0,-4.0,3.0,-2.0
17683,-3.0,-6.0,-3.0,4.0,4.0,2.0
158,41.0,37.0,24.0,21.0,21.0,41.0
268,73.0,186.0,-173.0,74.0,248.0,109.0
33520,-50.0,-29.0,-33.0,-54.0,51.0,2.0
33731,-12.0,-12.0,-9.0,-3.0,3.0,0.0
33398,95.0,91.0,18.0,32.0,64.0,77.0
53080,-8.0,-11.0,-11.0,-4.0,6.0,-4.0
219,-155.0,-209.0,10.0,-54.0,-42.0,-25.0
322,-5.0,36.0,-63.0,-42.0,133.0,47.0
105,0.0,3.0,2.0,0.0,3.0,0.0
54657,-3.0,7.0,1.0,-7.0,-10.0,-4.0
33845,158.0,123.0,105.0,114.0,131.0,139.0
5512,29.0,40.0,-24.0,47.0,25.0,1.0
11613,12.0,45.0,39.0,12.0,94.0,65.0
54665,273.0,284.0,118.0,194.0,193.0,155.0
33221,-5.0,-5.0,-3.0,-1.0,0.0,-2.0
376,2.0,4.0,0.0,1.0,3.0,3.0
258,-49.0,-40.0,0.0,-13.0,-11.0,-35.0
